Word,Frequency,Rank
lantern,22,7116
2.,22,7117
"farms,",22,7118
self,22,7119
temporary,22,7120
contain,22,7121
16:19,22,7122
"politics,",22,7123
"example,",22,7124
"souls,",22,7125
extent,22,7126
mist,22,7127
reed,22,7128
camels,22,7129
granted,22,7130
reserve,22,7131
companions.,22,7132
secret.,22,7133
leprosy,22,7134
axe,22,7135
uncleanness,22,7136
"writing,",22,7137
howling,22,7138
13:21,22,7139
"sir?""",22,7140
"fool,",22,7141
rolls,22,7142
all?,22,7143
"heauen,",22,7144
genius,22,7145
"quietly,",22,7146
nonsense,22,7147
invariably,22,7148
"chosen,",22,7149
existence,22,7150
22:11,22,7151
22:12,22,7152
"valour,",22,7153
marching,22,7154
neglect,22,7155
21:15,22,7156
speech.,22,7157
damp,22,7158
twelfth,22,7159
4:24,22,7160
13:19,22,7161
official,22,7162
intense,22,7163
palaces,22,7164
"ask,",22,7165
"laughed,",22,7166
isle,22,7167
"crying,",22,7168
"felix,",22,7169
9:27,22,7170
owe,22,7171
behave,22,7172
"think,""",22,7173
vexation,22,7174
"finally,",22,7175
examining,22,7176
22:4,22,7177
"birds,",22,7178
boughs,22,7179
goods,22,7180
capture,22,7181
philistine,22,7182
arranged,22,7183
dear.,22,7184
ruled,22,7185
once;,22,7186
breathing,22,7187
22:10,22,7188
"naphtali,",22,7189
amusement,22,7190
"colour,",22,7191
they're,22,7192
entreat,22,7193
mix,21,7194
horse.,21,7195
principles,21,7196
"direction,",21,7197
union,21,7198
21:17,21,7199
presume,21,7200
estimation,21,7201
prudence,21,7202
employ,21,7203
17:15,21,7204
haughty,21,7205
players,21,7206
prisoners,21,7207
vnder,21,7208
solitude,21,7209
blasted,21,7210
guilt,21,7211
"bosom,",21,7212
helping,21,7213
22:14,21,7214
horsemen,21,7215
"fixed,",21,7216
therein;,21,7217
magnify,21,7218
irregular,21,7219
goings,21,7220
humanity,21,7221
"misery,",21,7222
published,21,7223
merchant,21,7224
"curiosity,",21,7225
shields,21,7226
we've,21,7227
baskets,21,7228
promises,21,7229
bustle,21,7230
kinds,21,7231
religious,21,7232
johanan,21,7233
"square,",21,7234
interest.,21,7235
daughters:,21,7236
6,21,7237
feeding,21,7238
ugly,21,7239
ezra,21,7240
aid,21,7241
strode,21,7242
"zechariah,",21,7243
greet,21,7244
enemies;,21,7245
"sorry,",21,7246
tight,21,7247
louisa's,21,7248
saviour,21,7249
uncommonly,21,7250
'i'm,21,7251
formerly,21,7252
fever,21,7253
compact,21,7254
5:24,21,7255
(a,21,7256
"james,",21,7257
muttered,21,7258
losing,21,7259
ethereal,21,7260
method,21,7261
scenes,21,7262
"absalom,",21,7263
name?,21,7264
confession,21,7265
stars.,21,7266
sorrows,21,7267
approached,21,7268
suburbs,21,7269
adversary,21,7270
"pounds,",21,7271
armour,21,7272
cabin.,21,7273
himselfe,21,7274
rest;,21,7275
expressing,21,7276
hartfield.,21,7277
i;,21,7278
spending,21,7279
"captives,",21,7280
"laws,",21,7281
suited,21,7282
"devils,",21,7283
furnish,21,7284
description,21,7285
adventures,21,7286
sentiment,21,7287
"againe,",21,7288
latent,21,7289
"""thou",21,7290
cruelty,21,7291
purposed,21,7292
gloves,21,7293
forests,21,7294
"ho,",21,7295
22:13,21,7296
"begun,",21,7297
6:23,21,7298
"heroes,",21,7299
sorrowful,21,7300
plate,21,7301
"rule,",21,7302
face:,21,7303
cas.,21,7304
"as,",21,7305
pavement,21,7306
magic,21,7307
about;,21,7308
meanwhile,21,7309
sticks,21,7310
"universe,",21,7311
14:22,21,7312
18:22,21,7313
concert,21,7314
settling,21,7315
"destruction,",21,7316
considerably,21,7317
"sophy,",21,7318
on:,21,7319
anarchist,21,7320
"thereon,",21,7321
"tongues,",21,7322
"warm,",21,7323
winged,21,7324
sensation,21,7325
"jew,",21,7326
whip,21,7327
romantic,21,7328
dearly,21,7329
seats,21,7330
to-morrow.,21,7331
assemble,21,7332
distinction,21,7333
rooted,21,7334
soothing,21,7335
in:,21,7336
"way.""",21,7337
"flame,",21,7338
hovering,21,7339
3:25,21,7340
asylum,21,7341
distressed,21,7342
smaller,21,7343
"honey,",21,7344
friends;,21,7345
"""our",21,7346
15:21,21,7347
amount,21,7348
work:,21,7349
bridegroom,21,7350
autumn,21,7351
inevitably,21,7352
"castle,",21,7353
"deeds,",21,7354
"pillars,",21,7355
pleased.,21,7356
sharply,21,7357
"hittites,",21,7358
projecting,21,7359
trouble.,21,7360
lye,21,7361
lowering,21,7362
filthy,21,7363
11:25,21,7364
cake,21,7365
neck.,21,7366
purge,21,7367
"one.""",21,7368
village.,21,7369
wrinkled,21,7370
way?,21,7371
partakers,21,7372
knocking,21,7373
22:17,21,7374
vital,21,7375
year;,21,7376
"crowd,",21,7377
sufferings,21,7378
"winter,",21,7379
"too,""",21,7380
came.,21,7381
all!,21,7382
romans,21,7383
musgroves,21,7384
missing,21,7385
"weeks,",21,7386
lowly,21,7387
judaea,21,7388
"simple,",21,7389
22:16,21,7390
"anything,",21,7391
weapon,21,7392
point.,21,7393
laughing.,21,7394
"received,",21,7395
"glass,",21,7396
22:18,21,7397
"i,""",21,7398
design,21,7399
"indeed!""",21,7400
"secure,",21,7401
victory,21,7402
loaves,21,7403
late.,21,7404
harm.,21,7405
miracle,21,7406
towers,21,7407
shoulders.,21,7408
vacant,21,7409
joram,21,7410
mast-head,21,7411
encouraging,21,7412
"""come,",21,7413
magnified,21,7414
understand.,21,7415
foes,21,7416
presents,21,7417
crow,21,7418
champion,21,7419
owed,21,7420
only.,21,7421
12:21,21,7422
relations,21,7423
intreat,21,7424
quitting,21,7425
joke,21,7426
drunken,21,7427
check,21,7428
strain,21,7429
tattle,21,7430
lingering,21,7431
"fine,",21,7432
like.,21,7433
22:15,21,7434
climb,21,7435
"building,",21,7436
journeyed,21,7437
vse,21,7438
7:26,21,7439
pack,21,7440
whirling,21,7441
inconvenience,21,7442
21:16,21,7443
drooping,21,7444
"shadow,",21,7445
inn,21,7446
baasha,21,7447
"thing,""",21,7448
renewed,21,7449
live;,21,7450
islands,21,7451
5:25,21,7452
landscape,21,7453
repair,21,7454
"asleep,",21,7455
depths,21,7456
do's,21,7457
changes,21,7458
francisco's,21,7459
"heshbon,",21,7460
dropt,21,7461
catholic,21,7462
"further,",21,7463
hall.,21,7464
venerable,21,7465
kicked,21,7466
small.,21,7467
cave,21,7468
mixture,21,7469
plants,21,7470
11:24,21,7471
chaldeans,21,7472
joseph's,21,7473
raging,21,7474
afforded,21,7475
pledge,21,7476
dragon,21,7477
favour.,21,7478
hiss,21,7479
"followed,",21,7480
stare,21,7481
"issachar,",21,7482
"simeon,",21,7483
"say.""",21,7484
abraham's,21,7485
energy,21,7486
19:15,21,7487
complexion,21,7488
mightest,21,7489
"vineyards,",21,7490
transparent,21,7491
permanent,21,7492
cleansed,21,7493
ropes,21,7494
vnto,21,7495
22:19,21,7496
"promise,",21,7497
sentiments,21,7498
"it,'",21,7499
"attachment,",21,7500
oppress,21,7501
"astonished,",21,7502
cares,21,7503
missed,21,7504
"real,",21,7505
sons',21,7506
esteemed,21,7507
bath.,21,7508
tremendous,21,7509
placing,21,7510
up?,21,7511
"""mrs.",21,7512
"world.""",21,7513
oppose,21,7514
abrupt,21,7515
abundantly,21,7516
"expected,",21,7517
"""ah,",21,7518
be:,21,7519
teeming,21,7520
"dance,",21,7521
fearing,21,7522
europe,21,7523
croft,21,7524
"hurry,",21,7525
blood;,21,7526
hat.,21,7527
"furniture,",21,7528
balance,21,7529
simeon,21,7530
"talk,",20,7531
confound,20,7532
gets,20,7533
hazael,20,7534
excellency,20,7535
"sinai,",20,7536
20:11,20,7537
17:16,20,7538
"authority,",20,7539
child's,20,7540
"harpoon,",20,7541
24:3,20,7542
gat,20,7543
comrades,20,7544
bethel,20,7545
crazy,20,7546
"true,""",20,7547
seat.,20,7548
dreadfully,20,7549
"moments,",20,7550
measuring,20,7551
account.,20,7552
thread,20,7553
18:23,20,7554
lent,20,7555
subdue,20,7556
guild.,20,7557
death?,20,7558
angle,20,7559
giuen,20,7560
judah?,20,7561
entangled,20,7562
wonder.,20,7563
coins,20,7564
land?,20,7565
sleeps,20,7566
misfortune,20,7567
"attorney,",20,7568
"ceased,",20,7569
hunters,20,7570
degrees,20,7571
invested,20,7572
wrath.,20,7573
regarding,20,7574
doing.,20,7575
hailed,20,7576
bride,20,7577
21:19,20,7578
faults,20,7579
"dying,",20,7580
drink;,20,7581
slip,20,7582
engagements,20,7583
quantity,20,7584
impossible.,20,7585
entereth,20,7586
"motion,",20,7587
"""go",20,7588
gallant,20,7589
"craft,",20,7590
saul.,20,7591
proclaimed,20,7592
successful,20,7593
worms,20,7594
cherry,20,7595
declined,20,7596
beast.,20,7597
coarse,20,7598
"life.""",20,7599
23:6,20,7600
china,20,7601
masters,20,7602
executed,20,7603
guinea-hen,20,7604
meeting.,20,7605
2:26,20,7606
crack,20,7607
24:7,20,7608
dense,20,7609
"""his",20,7610
19:17,20,7611
falleth,20,7612
whale-ship,20,7613
fear;,20,7614
"rulers,",20,7615
detective,20,7616
19:16,20,7617
night's,20,7618
gun,20,7619
adorned,20,7620
"wars,",20,7621
sympathy,20,7622
folds,20,7623
supernatural,20,7624
"wheeler,",20,7625
20:14,20,7626
seeme,20,7627
backs,20,7628
hazard,20,7629
"satisfied,",20,7630
theory,20,7631
instinct,20,7632
plenteous,20,7633
23:4,20,7634
consequently,20,7635
visage,20,7636
11:27,20,7637
23:2,20,7638
"rosamond,",20,7639
20:12,20,7640
purpose.,20,7641
maintain,20,7642
moment;,20,7643
through.,20,7644
paul's,20,7645
lame,20,7646
(o,20,7647
21:20,20,7648
22:20,20,7649
"increase,",20,7650
"beneath,",20,7651
"philip,",20,7652
eagle,20,7653
24:5,20,7654
wise.,20,7655
"downe,",20,7656
were.,20,7657
surprize,20,7658
retained,20,7659
choked,20,7660
light;,20,7661
"then?""",20,7662
"wing,",20,7663
doct.,20,7664
spirit;,20,7665
dinner.,20,7666
"surface,",20,7667
depth,20,7668
23:1,20,7669
"that.""",20,7670
"pestilence,",20,7671
thoughtful,20,7672
israelites,20,7673
"repeated,",20,7674
variety,20,7675
shadowy,20,7676
change.,20,7677
characters,20,7678
"sailors,",20,7679
24:8,20,7680
righteousness:,20,7681
24:6,20,7682
clothe,20,7683
breasts,20,7684
rapt,20,7685
carcases,20,7686
24:1,20,7687
enjoying,20,7688
"theirs,",20,7689
dividing,20,7690
eleventh,20,7691
strikes,20,7692
21:18,20,7693
"admiral,",20,7694
conspired,20,7695
19:18,20,7696
"bare,",20,7697
"'well,",20,7698
devil.,20,7699
shame.,20,7700
employment,20,7701
"feared,",20,7702
buildings,20,7703
skies,20,7704
"noon,",20,7705
"meaning,",20,7706
24:2,20,7707
attempts,20,7708
wiser,20,7709
deepest,20,7710
11:26,20,7711
waters;,20,7712
thieves,20,7713
20:15,20,7714
mourned,20,7715
"arrival,",20,7716
dashwood's,20,7717
tremble,20,7718
23:3,20,7719
back;,20,7720
judgment;,20,7721
"chamber,",20,7722
coach,20,7723
reward.,20,7724
iniquity:,20,7725
23:5,20,7726
tyrant,20,7727
old;,20,7728
remembering,20,7729
scribe,20,7730
first:,20,7731
dust.,20,7732
multitude.,20,7733
others;,20,7734
bee,20,7735
sanctuary.,20,7736
standard,20,7737
lasting,20,7738
staid,20,7739
judging,20,7740
excite,20,7741
evening;,20,7742
stove,20,7743
faire,20,7744
melt,20,7745
blaze,20,7746
shooting,20,7747
goddard's,20,7748
anything.,20,7749
injured,20,7750
"""or",20,7751
20:10,20,7752
evermore.,20,7753
thrusting,20,7754
artist,20,7755
silk,20,7756
fairest,20,7757
hull,20,7758
"settled,",20,7759
soul!,20,7760
perceiving,20,7761
gate:,20,7762
"""oh!""",20,7763
nay;,20,7764
iii.,20,7765
enjoyment.,20,7766
graves,20,7767
whiteness,20,7768
assyria.,20,7769
"zebulun,",20,7770
veil,20,7771
"thunder,",20,7772
reconciled,20,7773
servants:,20,7774
brethren:,20,7775
"drinking,",20,7776
"harville,",20,7777
"confusion,",20,7778
"consequence,",20,7779
approve,20,7780
"twice,",20,7781
"thing.""",20,7782
"sail,",20,7783
"grown,",20,7784
system,20,7785
suspicions,20,7786
realized,20,7787
innocence,20,7788
"do,""",20,7789
industrious,20,7790
"ring,",20,7791
neighbouring,20,7792
"ramah,",20,7793
"find,",20,7794
wish.,20,7795
positively,20,7796
john's,20,7797
shillings,20,7798
24:10,20,7799
deliberately,20,7800
24:4,20,7801
"miss,",20,7802
confident,20,7803
"straight,",20,7804
stamped,20,7805
ruins,20,7806
"degree,",20,7807
fishes,20,7808
crofts,20,7809
however.,20,7810
"shade,",20,7811
actions,20,7812
hoping,20,7813
boat;,20,7814
lenox.,20,7815
"trust,",20,7816
"mourning,",20,7817
spirit:,20,7818
"raised,",20,7819
promise.,20,7820
planks,20,7821
melted,20,7822
awe,20,7823
1:26,20,7824
pressing,20,7825
"disposition,",20,7826
farre,20,7827
sceptre,20,7828
"seir,",20,7829
"due,",20,7830
detain,20,7831
"mistaken,",20,7832
"empty,",20,7833
20:13,20,7834
"'oh,",20,7835
overtook,20,7836
everywhere,20,7837
continually.,20,7838
communed,20,7839
19:19,20,7840
rules,20,7841
insisted,20,7842
"terms,",20,7843
cheek,20,7844
"pomfret,",20,7845
legal,20,7846
ungodly,20,7847
ebook,20,7848
"""would",20,7849
16:21,20,7850
wars,20,7851
alleged,20,7852
oakly,20,7853
"absence,",20,7854
cloudy,20,7855
yon,20,7856
24:9,20,7857
improve,20,7858
word:,19,7859
"generation,",19,7860
"almighty,",19,7861
snapped,19,7862
"safety,",19,7863
"touch,",19,7864
"feast,",19,7865
"paid,",19,7866
hiram,19,7867
nose.,19,7868
"ephod,",19,7869
cart,19,7870
fashioned,19,7871
francisco.,19,7872
eye;,19,7873
sunny,19,7874
"judges,",19,7875
coin,19,7876
11:28,19,7877
23:10,19,7878
hare,19,7879
major,19,7880
end;,19,7881
sheweth,19,7882
removal,19,7883
test,19,7884
dived,19,7885
"killed,",19,7886
drawing-room,19,7887
"gardens,",19,7888
"balaam,",19,7889
think.,19,7890
"signs,",19,7891
servants;,19,7892
proportion,19,7893
fanshaw,19,7894
"questions,",19,7895
whole.,19,7896
tempest,19,7897
jane's,19,7898
over;,19,7899
week.,19,7900
"nights,",19,7901
track,19,7902
"news,",19,7903
11:30,19,7904
"lyme,",19,7905
breath.,19,7906
jewels,19,7907
least.,19,7908
fountains,19,7909
"ice,",19,7910
10:23,19,7911
election,19,7912
mountains.,19,7913
messa.,19,7914
london.,19,7915
betweene,19,7916
disappeared.,19,7917
clumsy,19,7918
ma'am.,19,7919
"ours,",19,7920
"mouse,",19,7921
hairy,19,7922
"notice,",19,7923
effect.,19,7924
again!,19,7925
series,19,7926
drowned,19,7927
orphans,19,7928
rain.,19,7929
pious,19,7930
"want,",19,7931
"myself.""",19,7932
involuntarily,19,7933
materials,19,7934
23:16,19,7935
blanket,19,7936
care.,19,7937
perpetually,19,7938
gibeah,19,7939
vain;,19,7940
pen,19,7941
alteration,19,7942
dagger,19,7943
20:18,19,7944
"wonders,",19,7945
subsequent,19,7946
zion:,19,7947
conceit,19,7948
3:26,19,7949
evil;,19,7950
glanced,19,7951
throne.,19,7952
letter.,19,7953
tone.,19,7954
23:15,19,7955
11:29,19,7956
"jericho,",19,7957
evinced,19,7958
"blemish,",19,7959
18:24,19,7960
remarks,19,7961
high;,19,7962
beleeue,19,7963
"aloud,",19,7964
23:14,19,7965
lust,19,7966
skull,19,7967
unfolded,19,7968
14:23,19,7969
advised,19,7970
appeared.,19,7971
politeness,19,7972
lamentation,19,7973
(now,19,7974
crimson,19,7975
critical,19,7976
intelligent,19,7977
heaved,19,7978
flags,19,7979
propose,19,7980
would.,19,7981
starbuck's,19,7982
yea,19,7983
"shores,",19,7984
where's,19,7985
idol,19,7986
indispensable,19,7987
bruise,19,7988
"parted,",19,7989
customary,19,7990
"job,",19,7991
treat,19,7992
deaf,19,7993
ranks,19,7994
23:13,19,7995
hasten,19,7996
effort,19,7997
lesser,19,7998
resolve,19,7999
distinctly,19,8000
"office,",19,8001
instruction,19,8002
ways;,19,8003
faithfulness,19,8004
directly.,19,8005
future.,19,8006
zion.,19,8007
"moved,",19,8008
pieces.,19,8009
issued,19,8010
chest,19,8011
6:24,19,8012
praying,19,8013
billows,19,8014
attitude,19,8015
announcing,19,8016
"mark,",19,8017
darker,19,8018
decline,19,8019
bitterness,19,8020
practice,19,8021
"take,",19,8022
friend;,19,8023
uncle's,19,8024
avenged,19,8025
shrill,19,8026
"shechem,",19,8027
strength:,19,8028
clearing,19,8029
past.,19,8030
5:26,19,8031
"scheme,",19,8032
glasses,19,8033
farm,19,8034
business;,19,8035
ward,19,8036
"alas,",19,8037
cluster,19,8038
flashing,19,8039
returned.,19,8040
absurd,19,8041
dress.,19,8042
people's,19,8043
"terror,",19,8044
19:21,19,8045
jericho,19,8046
reply.,19,8047
beam,19,8048
elderly,19,8049
capital,19,8050
sheba,19,8051
circumcision,19,8052
fires,19,8053
polished,19,8054
"foolish,",19,8055
exceed,19,8056
emptied,19,8057
og,19,8058
"walked,",19,8059
deals,19,8060
destined,19,8061
asleep,19,8062
ground:,19,8063
"nearer,",19,8064
murmur,19,8065
rest:,19,8066
dat,19,8067
minded,19,8068
sir!,19,8069
recollecting,19,8070
requires,19,8071
sanctuary;,19,8072
ambition,19,8073
righteous:,19,8074
professed,19,8075
married.,19,8076
"""about",19,8077
piedro's,19,8078
"shepherd,",19,8079
steelkilt,19,8080
perfection,19,8081
corrupted,19,8082
20:17,19,8083
"mistake,",19,8084
ridge,19,8085
presumed,19,8086
"steele,",19,8087
fulfilled.,19,8088
recompence,19,8089
sets,19,8090
"strangers,",19,8091
hatred,19,8092
voyages,19,8093
good-will,19,8094
escape.,19,8095
myriads,19,8096
"march,",19,8097
"particular,",19,8098
hooks,19,8099
7:27,19,8100
longing,19,8101
(he,19,8102
"steady,",19,8103
excessively,19,8104
"path,",19,8105
shemaiah,19,8106
"loved,",19,8107
surrounding,19,8108
ragged,19,8109
grave.,19,8110
chaise,19,8111
latest,19,8112
glow,19,8113
8:23,19,8114
stable,19,8115
beget,19,8116
procured,19,8117
temper.,19,8118
23:12,19,8119
layeth,19,8120
"uniform,",19,8121
alas,19,8122
15:23,19,8123
"animals,",19,8124
coming.,19,8125
1:27,19,8126
joy!,19,8127
groves,19,8128
"aunt,",19,8129
10:24,19,8130
relative,19,8131
bloom,19,8132
yong,19,8133
"asia,",19,8134
cheer,19,8135
rattling,19,8136
valour,19,8137
committeth,19,8138
"unknown,",19,8139
lack,19,8140
10:25,19,8141
title,19,8142
"weight,",19,8143
sunrise,19,8144
mental,19,8145
queene,19,8146
"folly,",19,8147
13:23,19,8148
4:25,19,8149
impulse,19,8150
sensations,19,8151
peering,19,8152
dire,19,8153
23:9,19,8154
sackcloth,19,8155
ephod,19,8156
commandments.,19,8157
"azariah,",19,8158
gaining,19,8159
operation,19,8160
"bodies,",19,8161
thane,19,8162
liveth,19,8163
21:22,19,8164
pilot,19,8165
dome,19,8166
murderer,19,8167
tame,19,8168
kick,19,8169
"howl,",19,8170
mean.,19,8171
elinor;,19,8172
"speed,",19,8173
feareth,19,8174
dozen,19,8175
"hearing,",19,8176
wounds,19,8177
sane,19,8178
"few,",19,8179
prosperous,19,8180
sister;,19,8181
"henrietta,",19,8182
noiseless,19,8183
shabby,19,8184
"""nor",19,8185
court.,19,8186
19:20,19,8187
selfsame,19,8188
satisfied.,19,8189
"at,",19,8190
23:7,19,8191
23:8,19,8192
studied,19,8193
withstand,19,8194
15:22,19,8195
families:,19,8196
"countries,",19,8197
"lane,",19,8198
"harpooneer,",19,8199
meek,19,8200
"virtue,",19,8201
pit.,19,8202
electric,19,8203
22:21,19,8204
admirable,19,8205
piedro.,19,8206
apple,19,8207
situation.,19,8208
joints,19,8209
brother?,19,8210
"nebat,",19,8211
20:16,19,8212
aged,19,8213
"feare,",19,8214
door;,19,8215
had;,19,8216
resume,19,8217
disturbed,19,8218
bottomless,19,8219
vanished,19,8220
23:11,19,8221
eyes?,19,8222
contact,19,8223
full.,19,8224
tumbling,19,8225
dead?,19,8226
earlier,19,8227
21:21,19,8228
cyrus,19,8229
jehoram,19,8230
eli,19,8231
cubits:,19,8232
bunch,19,8233
collect,19,8234
amnon,19,8235
rang,18,8236
elbow,18,8237
oars,18,8238
